,puiss_max,masse_ordma_min,Marque,Carrosserie,boite,gamme2
2510,375.0,2448,17,9,0,2
2511,250.0,2214,17,9,0,2
2512,250.0,2281,17,9,0,2
2528,259.0,2382,18,9,0,5
2529,259.0,2382,18,9,0,5
2535,344.0,2418,18,9,0,5
2541,344.0,2418,18,9,0,5
2561,209.0,1828,18,9,0,4
2562,209.0,1828,18,9,0,4
2584,209.0,1995,18,9,0,4
2585,209.0,1995,18,9,0,4
2595,99.0,1458,19,7,1,3
2596,99.0,1458,19,7,1,3
2601,99.0,1483,19,7,1,3
2602,99.0,1483,19,7,1,3
2604,99.0,1267,19,0,1,3
2610,73.2,1258,19,0,1,3
2611,73.2,1258,19,0,1,3
2612,99.0,1301,19,0,0,3
2614,99.0,1268,19,0,1,3
2620,99.0,1348,19,1,0,3
2621,99.0,1316,19,1,1,3
2622,99.0,1316,19,1,1,3
2626,50.7,915,19,0,1,1
2627,50.7,920,19,0,1,1
2628,62.5,950,19,0,0,1
2629,62.5,930,19,0,1,1
2630,62.5,925,19,0,1,1
2631,62.5,930,19,0,1,1
2640,80.0,1168,19,0,0,3
2641,80.0,1133,19,0,1,3
2642,80.0,1141,19,0,1,3
2643,62.5,1099,19,0,1,3
2644,62.5,1104,19,0,1,3
2651,103.0,1245,19,6,1,1
2662,99.0,1380,19,9,1,4
2665,66.2,1253,19,6,1,1
2667,91.5,1255,19,6,1,1
2668,91.5,1269,19,6,0,1
2669,61.0,1285,20,9,1,1
2678,64.0,1135,20,1,1,1
2696,72.0,1178,20,1,1,3
2697,72.0,1178,20,0,1,3
2698,515.0,1765,21,4,0,2
2699,515.0,1815,21,4,0,2
2700,405.0,1545,21,4,1,2
2701,412.0,1545,21,4,1,2
2702,405.0,1545,21,4,0,2
2703,412.0,1545,21,4,0,2
2704,412.0,1575,21,4,1,2
2705,412.0,1575,21,4,0,2
2706,405.0,1675,21,2,1,2
2707,405.0,1675,21,2,0,2
2708,412.0,1705,21,2,1,2
2709,412.0,1705,21,2,0,2
2710,419.0,1505,21,2,1,2
2711,419.0,1505,21,2,0,2
2712,419.0,1640,21,2,1,2
2713,419.0,1640,21,2,0,2
2714,88.0,1395,22,0,1,3
2740,125.0,1840,22,2,0,5
2742,70.0,1235,22,6,1,1
2743,70.0,1230,22,6,1,1
2746,210.0,1876,22,0,0,2
2747,210.0,1876,22,0,0,2
2748,210.0,2002,22,0,0,2
2754,208.0,2091,22,7,0,5
2755,51.0,1040,22,0,1,1
2756,51.0,1040,22,0,1,1
2759,62.5,1055,22,0,0,1
2760,62.5,1055,22,0,0,1
2762,62.5,1050,22,0,1,1
2763,62.5,1050,22,0,1,1
2810,154.0,1715,23,0,0,2
2811,154.0,1715,23,0,0,2
2812,154.0,1715,23,0,0,2
2819,311.0,1775,23,0,0,5
2841,153.0,1605,23,0,0,5
2851,153.0,1805,23,2,0,5
2858,412.0,1555,23,4,0,2
2860,412.0,1615,23,4,0,2
2866,420.0,1585,23,4,0,2
2868,420.0,1625,23,4,0,2
2886,280.0,2020,23,0,0,2
2888,285.0,2015,23,0,0,2
2890,285.0,2055,23,0,0,2
2897,270.0,2160,23,0,0,2
2899,272.0,2155,23,0,0,2
2921,204.0,2050,23,9,0,2
2940,100.0,951,24,2,1,4
2941,161.8,999,24,2,1,4
2944,206.0,1458,24,4,1,2
2948,206.0,1511,24,4,0,2
2952,257.5,1511,24,4,1,2
2956,257.5,1517,24,4,0,2
2960,257.5,1251,24,4,1,5
2961,257.5,1241,24,4,1,5
2966,331.0,2055,25,2,0,2
2967,338.0,2055,25,2,0,2
2969,298.0,1955,25,2,0,2
2970,338.0,1955,25,4,0,2
2971,338.0,1845,25,2,0,2
2972,338.0,1955,25,4,0,2
2973,390.0,2025,25,0,0,2
2974,405.0,3115,26,0,0,2
2975,405.0,2735,26,0,0,2
2977,463.0,2735,26,0,0,2
2979,405.0,2855,26,0,0,2
2981,405.0,2905,26,0,0,2
2983,463.0,2855,26,0,0,2
2985,463.0,2905,26,0,0,2
2987,75.0,1040,27,0,1,1
2988,55.0,1030,27,0,1,1
2989,75.0,1045,27,0,1,1
2990,75.0,1065,27,0,0,1
2992,62.0,1035,27,0,1,1
2993,55.0,1035,27,0,1,1
2994,191.0,1470,27,0,1,3
2996,110.0,1360,27,0,0,3
2997,110.0,1355,27,0,1,3
2999,77.0,1270,27,0,1,3
3000,85.0,1470,27,7,1,3
3001,110.0,1485,27,7,1,3
3003,141.0,1435,27,0,0,4
3011,121.0,1385,27,0,1,4
3019,141.0,1450,27,1,0,4
3027,121.0,1395,27,1,1,4
3101,114.0,1433,27,0,1,4
3102,114.0,1463,27,0,0,4
3105,121.0,1395,27,9,1,3
3129,118.0,1450,27,9,1,3
3137,118.0,1480,27,9,0,3
3177,93.0,1150,27,2,1,3
3178,118.0,1165,27,2,1,3
3179,118.0,1175,27,2,0,3
3180,265.0,1555,28,0,0,3
3182,265.0,1555,28,0,0,3
3204,336.0,1730,28,0,0,5
3206,358.0,1730,28,0,0,5
3208,373.0,1730,28,0,0,5
3216,336.0,1795,28,1,0,5
3218,358.0,1795,28,1,0,5
3220,373.0,1795,28,1,0,5
3222,410.0,1955,28,4,0,2
3226,410.0,2025,28,4,0,2
3230,430.0,1955,28,4,0,2
3234,430.0,2025,28,4,0,2
3238,410.0,1870,28,4,0,2
3242,410.0,1945,28,4,0,2
3246,430.0,1870,28,4,0,2
3250,430.0,1945,28,4,0,2
3254,410.0,1840,28,0,0,2
3259,410.0,1845,28,0,0,2
3266,410.0,1920,28,0,0,2
3268,430.0,1840,28,0,0,2
3272,430.0,1870,28,0,0,2
3280,430.0,1940,28,0,0,2
3282,386.0,1945,28,1,0,2
3290,410.0,1945,28,1,0,2
3302,410.0,2025,28,1,0,2
3304,430.0,1955,28,1,0,2
3312,430.0,2045,28,1,0,2
3314,386.0,2345,28,9,0,2
3316,410.0,2345,28,9,0,2
3322,395.0,1845,28,0,0,2
3324,415.0,1845,28,0,0,2
3326,463.0,1950,28,0,0,2
3328,310.0,1610,28,2,0,2
3330,420.0,1695,28,4,0,2
3336,464.0,1625,28,4,0,2
3338,420.0,1735,28,2,0,2
3346,435.0,1695,28,4,0,2
3350,435.0,1735,28,2,0,2
3418,90.0,1370,29,0,1,3
3419,90.0,1370,29,0,1,3
3420,90.0,1370,29,0,1,3
3422,90.0,1370,29,0,1,3
3438,90.0,1395,29,0,0,3
3440,90.0,1395,29,0,0,3
3442,90.0,1395,29,0,0,3
3446,90.0,1395,29,0,0,3
3472,90.0,1360,29,0,1,3
3526,115.0,1370,29,0,1,3
3527,115.0,1370,29,0,1,3
3528,115.0,1370,29,0,1,3
3532,115.0,1395,29,0,0,3
3534,115.0,1395,29,0,0,3
3536,115.0,1395,29,0,0,3
3561,155.0,1505,29,0,0,3
3562,155.0,1505,29,0,0,3
3565,155.0,1445,29,0,0,3
3568,155.0,1445,29,0,0,3
3571,155.0,1465,29,0,0,3
3581,265.0,1555,29,0,0,3
3582,265.0,1555,29,0,0,3
3725,90.0,1395,29,8,1,3
3727,90.0,1395,29,8,1,3
3729,90.0,1395,29,8,1,3
3731,90.0,1395,29,8,1,3
3753,90.0,1425,29,8,0,3
3754,90.0,1425,29,8,0,3
3755,90.0,1425,29,8,0,3
3756,90.0,1425,29,8,0,3
3757,90.0,1425,29,8,0,3
3759,90.0,1425,29,8,0,3
3760,90.0,1425,29,8,0,3
3907,115.0,1395,29,8,1,3
3909,115.0,1395,29,8,1,3
3911,115.0,1395,29,8,1,3
3919,115.0,1425,29,8,0,3
3920,115.0,1425,29,8,0,3
3921,115.0,1425,29,8,0,3
3922,115.0,1425,29,8,0,3
3923,115.0,1425,29,8,0,3
3924,115.0,1425,29,8,0,3
3931,115.0,1395,29,8,1,3
3945,115.0,1425,29,8,0,3
4003,155.0,1475,29,8,0,3
4004,155.0,1475,29,8,0,3
4019,115.0,1470,29,0,1,5
4021,115.0,1470,29,0,1,5
4023,115.0,1470,29,0,1,5
4025,115.0,1470,29,0,1,5
4027,115.0,1470,29,0,1,5
4063,115.0,1485,29,0,0,5
4065,115.0,1485,29,0,0,5
4067,115.0,1485,29,0,0,5
4069,115.0,1485,29,0,0,5
4071,115.0,1485,29,0,0,5
4195,115.0,1490,29,4,1,5
4197,115.0,1490,29,4,1,5
4199,115.0,1490,29,4,1,5
4201,115.0,1490,29,4,1,5
4227,115.0,1505,29,4,0,5
4229,115.0,1505,29,4,0,5
4231,115.0,1505,29,4,0,5
4233,115.0,1505,29,4,0,5
4259,115.0,1505,29,1,1,5
4261,115.0,1505,29,1,1,5
4263,115.0,1505,29,1,1,5
4265,115.0,1505,29,1,1,5
4283,115.0,1545,29,1,0,5
4285,115.0,1545,29,1,0,5
4287,115.0,1545,29,1,0,5
4289,115.0,1545,29,1,0,5
4443,135.0,1500,29,0,1,5
4444,135.0,1500,29,0,1,5
4445,135.0,1500,29,0,1,5
4446,135.0,1500,29,0,1,5
4455,135.0,1505,29,0,0,5
4456,135.0,1505,29,0,0,5
4457,135.0,1505,29,0,0,5
4458,135.0,1505,29,0,0,5
4467,135.0,1540,29,4,1,5
4468,135.0,1540,29,4,1,5
4469,135.0,1540,29,4,1,5
4477,135.0,1545,29,4,0,5
4478,135.0,1545,29,4,0,5
4479,135.0,1545,29,4,0,5
4535,135.0,1560,29,1,1,5
4536,135.0,1560,29,1,1,5
4537,135.0,1560,29,1,1,5
4538,135.0,1560,29,1,1,5
4547,135.0,1565,29,1,0,5
4548,135.0,1565,29,1,0,5
4549,135.0,1565,29,1,0,5
4550,135.0,1565,29,1,0,5
4919,150.0,1505,29,0,0,5
4920,150.0,1505,29,0,0,5
4921,150.0,1505,29,0,0,5
4922,150.0,1505,29,0,0,5
5015,150.0,1550,29,4,0,5
5016,150.0,1550,29,4,0,5
5017,150.0,1550,29,4,0,5
5147,150.0,1575,29,1,0,5
5148,150.0,1575,29,1,0,5
5149,150.0,1575,29,1,0,5
5150,150.0,1575,29,1,0,5
5191,225.0,1610,29,0,0,5
5193,225.0,1610,29,0,0,5
5207,225.0,1670,29,0,0,5
5209,225.0,1670,29,0,0,5
5223,225.0,1615,29,4,0,5
5225,225.0,1615,29,4,0,5
5263,225.0,1670,29,1,0,5
5265,225.0,1670,29,1,0,5
5279,336.0,1730,29,0,0,5
5283,358.0,1730,29,0,0,5
5288,336.0,1730,29,4,0,5
5292,358.0,1730,29,4,0,5
5295,336.0,1795,29,1,0,5
5299,358.0,1795,29,1,0,5
5315,320.0,2070,29,4,0,2
5318,320.0,2070,29,4,0,2
5321,320.0,2070,29,4,0,2
5333,320.0,2120,29,4,0,2
5336,320.0,2120,29,4,0,2
5339,320.0,2120,29,4,0,2
5351,380.0,2185,29,4,0,2
5353,380.0,2185,29,4,0,2
5355,380.0,2185,29,4,0,2
5363,400.0,2135,29,4,0,2
5367,420.0,2135,29,4,0,2
5371,463.0,2245,29,4,0,2
5375,90.0,1390,29,0,1,2
5379,90.0,1395,29,0,1,2
5381,90.0,1395,29,0,1,2
5383,90.0,1395,29,0,1,2
5397,115.0,1395,29,0,1,2
5399,115.0,1395,29,0,1,2
5401,115.0,1395,29,0,1,2
5415,115.0,1430,29,0,0,2
5417,115.0,1430,29,0,0,2
5419,115.0,1430,29,0,0,2
5464,155.0,1480,29,0,0,2
5466,155.0,1480,29,0,0,2
5524,225.0,1830,29,1,0,2
5526,225.0,1830,29,1,0,2
5528,225.0,1830,29,1,0,2
5586,225.0,1735,29,0,0,2
5587,225.0,1735,29,4,0,2
5589,225.0,1735,29,0,0,2
5590,225.0,1735,29,4,0,2
5592,225.0,1735,29,4,0,2
5604,300.0,1955,29,1,0,2
5605,300.0,1955,29,1,0,2
5608,300.0,2005,29,1,0,2
5610,300.0,2005,29,1,0,2
5616,300.0,1890,29,4,0,2
5624,300.0,1940,29,4,0,2
5626,300.0,1940,29,4,0,2
5632,410.0,1955,29,1,0,2
5634,410.0,2025,29,1,0,2
5636,430.0,2025,29,1,0,2
5638,410.0,1870,29,4,0,2
5640,410.0,1945,29,4,0,2
5642,430.0,1945,29,4,0,2
5644,135.0,1585,29,4,1,2
5645,135.0,1585,29,4,1,2
5646,135.0,1585,29,4,1,2
5656,135.0,1615,29,4,0,2
5657,135.0,1615,29,4,0,2
5658,135.0,1615,29,4,0,2
5668,135.0,1560,29,4,1,2
5669,135.0,1560,29,4,1,2
5670,135.0,1560,29,4,1,2
5680,135.0,1585,29,4,0,2
5681,135.0,1585,29,4,0,2
5682,135.0,1585,29,4,0,2
5692,135.0,1705,29,2,1,2
5693,135.0,1705,29,2,1,2
5706,135.0,1735,29,2,0,2
5707,135.0,1735,29,2,0,2
5708,135.0,1735,29,2,0,2
5720,135.0,1685,29,2,1,2
5721,135.0,1685,29,2,1,2
5728,135.0,1710,29,2,0,2
5729,135.0,1710,29,2,0,2
5731,135.0,1710,29,2,0,2
5738,135.0,1615,29,0,1,2
5739,135.0,1615,29,0,1,2
5740,135.0,1615,29,0,1,2
5762,135.0,1655,29,0,0,2
5763,135.0,1655,29,0,0,2
5764,135.0,1655,29,0,0,2
6010,135.0,1615,29,0,1,2
6012,135.0,1615,29,0,1,2
6014,135.0,1615,29,0,1,2
6074,135.0,1615,29,0,0,2
6076,135.0,1615,29,0,0,2
6078,135.0,1615,29,0,0,2
6138,135.0,1735,29,1,1,2
6139,135.0,1735,29,1,1,2
6140,135.0,1735,29,1,1,2
6152,135.0,1735,29,1,0,2
6153,135.0,1735,29,1,0,2
6154,135.0,1735,29,1,0,2
6250,135.0,1735,29,1,1,2
6252,135.0,1735,29,1,1,2
6254,135.0,1735,29,1,1,2
6270,135.0,1735,29,1,1,2
6286,135.0,1735,29,1,0,2
6288,135.0,1735,29,1,0,2
6290,135.0,1735,29,1,0,2
6774,155.0,1635,29,4,0,2
6775,155.0,1635,29,4,0,2
6776,155.0,1635,29,4,0,2
6834,150.0,1600,29,4,0,2
6835,150.0,1600,29,4,0,2
6836,150.0,1600,29,4,0,2
6846,155.0,1765,29,2,0,2
6847,155.0,1765,29,2,0,2
6848,155.0,1765,29,2,0,2
6908,150.0,1725,29,2,0,2
6909,150.0,1725,29,2,0,2
6911,150.0,1725,29,2,0,2
6918,155.0,1680,29,0,0,2
6919,155.0,1680,29,0,0,2
6920,155.0,1680,29,0,0,2
6921,155.0,1675,29,0,0,2
7146,150.0,1650,29,0,0,2
7148,150.0,1650,29,0,0,2
7150,150.0,1650,29,0,0,2
7178,155.0,1785,29,1,0,2
7179,155.0,1785,29,1,0,2
7180,155.0,1785,29,1,0,2
7382,150.0,1735,29,1,0,2
7384,150.0,1735,29,1,0,2
7386,150.0,1735,29,1,0,2
7448,185.0,1660,29,4,0,2
7449,185.0,1660,29,4,0,2
7452,185.0,1660,29,4,0,2
7460,185.0,1685,29,4,0,2
7461,185.0,1685,29,4,0,2
7462,185.0,1685,29,4,0,2
7474,185.0,1785,29,2,0,2
7475,185.0,1785,29,2,0,2
7477,185.0,1785,29,2,0,2
7484,185.0,1805,29,2,0,2
7485,185.0,1805,29,2,0,2
7542,185.0,1735,29,0,0,2
7543,185.0,1735,29,0,0,2
7545,185.0,1735,29,0,0,2
7573,185.0,1825,29,0,0,2
7575,185.0,1825,29,0,0,2
7639,185.0,1845,29,1,0,2
7641,185.0,1845,29,1,0,2
7643,185.0,1845,29,1,0,2
7667,185.0,1925,29,1,0,2
7669,185.0,1925,29,1,0,2
7713,225.0,1660,29,4,0,2
7714,225.0,1660,29,4,0,2
7717,225.0,1660,29,4,0,2
7725,225.0,1685,29,4,0,2
7726,225.0,1685,29,4,0,2
7727,225.0,1685,29,4,0,2
7753,225.0,1785,29,2,0,2
7754,225.0,1785,29,2,0,2
7756,225.0,1785,29,2,0,2
7763,225.0,1805,29,2,0,2
7764,225.0,1805,29,2,0,2
7888,225.0,1735,29,0,0,2
7985,225.0,1825,29,0,0,2
7987,225.0,1825,29,0,0,2
8105,225.0,1845,29,1,0,2
8106,225.0,1845,29,1,0,2
8108,225.0,1845,29,1,0,2
8187,225.0,1925,29,1,0,2
8189,225.0,1925,29,1,0,2
8227,245.0,1725,29,4,0,2
8228,245.0,1725,29,4,0,2
8229,245.0,1725,29,4,0,2
8241,245.0,1845,29,2,0,2
8242,245.0,1845,29,2,0,2
8255,245.0,1785,29,0,0,2
8256,245.0,1785,29,0,0,2
8267,245.0,1845,29,0,0,2
8268,245.0,1845,29,0,0,2
8279,245.0,1885,29,1,0,2
8280,245.0,1885,29,1,0,2
8289,245.0,1935,29,1,0,2
8290,245.0,1935,29,1,0,2
8299,300.0,1795,29,4,0,2
8301,300.0,1815,29,4,0,2
8303,300.0,1920,29,2,0,2
8307,300.0,1945,29,2,0,2
8311,300.0,1940,29,0,0,2
8327,300.0,1925,29,0,0,2
8335,300.0,1985,29,0,0,2
8347,300.0,2030,29,1,0,2
8355,300.0,1985,29,1,0,2
8359,300.0,2075,29,1,0,2
8365,386.0,1840,29,0,0,2
8381,410.0,1840,29,0,0,2
8397,410.0,1845,29,0,0,2
8409,410.0,1920,29,0,0,2
8413,386.0,1945,29,1,0,2
8421,410.0,1945,29,1,0,2
8429,410.0,2025,29,1,0,2
8431,430.0,2045,29,1,0,2
8442,285.0,2315,29,9,0,2
8444,285.0,2300,29,9,0,2
8445,285.0,2380,29,9,0,2
8447,285.0,2450,29,9,0,2
8448,285.0,2530,29,9,0,2
8453,400.0,2550,29,9,0,2
8457,450.0,2580,29,9,0,2
8479,320.0,2445,29,9,0,2
8481,320.0,2445,29,9,0,2
8487,410.0,2580,29,9,0,2
8637,155.0,1825,29,9,0,2
8638,155.0,1825,29,9,0,2
8639,155.0,1825,29,9,0,2
8640,155.0,1825,29,9,0,2
8665,225.0,1845,29,9,0,2
8666,225.0,1845,29,9,0,2
8667,225.0,1845,29,9,0,2
8668,225.0,1845,29,9,0,2
8669,225.0,1845,29,9,0,2
8671,225.0,1845,29,9,0,2
8677,225.0,1845,29,9,0,2
8894,225.0,2130,29,9,0,2
8897,225.0,2130,29,9,0,2
8942,300.0,2235,29,9,0,2
8944,300.0,2235,29,9,0,2
8950,386.0,2345,29,9,0,2
8954,410.0,2345,29,9,0,2
9000,225.0,2180,29,1,0,2
9006,225.0,2225,29,1,0,2
9048,225.0,2235,29,1,0,2
9054,225.0,2270,29,1,0,2
9064,285.0,2265,29,1,0,2
9066,285.0,2265,29,1,0,2
9070,285.0,2255,29,1,0,2
9072,285.0,2255,29,1,0,2
9088,285.0,2325,29,1,0,2
9090,285.0,2325,29,1,0,2
9140,225.0,1910,29,0,0,2
9141,225.0,1910,29,0,0,2
9142,225.0,1910,29,0,0,2
9146,225.0,1980,29,0,0,2
9147,225.0,1980,29,0,0,2
9182,225.0,1975,29,0,0,2
9183,225.0,1975,29,0,0,2
9184,225.0,1975,29,0,0,2
9194,225.0,2045,29,0,0,2
9195,225.0,2045,29,0,0,2
9334,320.0,2010,29,0,0,2
9335,320.0,2010,29,0,0,2
9336,320.0,2010,29,0,0,2
9340,320.0,2075,29,0,0,2
9341,320.0,2075,29,0,0,2
9344,320.0,2075,29,0,0,2
9345,320.0,2075,29,0,0,2
9346,320.0,2075,29,0,0,2
9356,320.0,2140,29,0,0,2
9357,320.0,2140,29,0,0,2
9364,335.0,1995,29,0,0,2
9365,335.0,1995,29,0,0,2
9366,335.0,1995,29,0,0,2
9367,335.0,1995,29,0,0,2
9376,335.0,2015,29,0,0,2
9377,335.0,2015,29,0,0,2
9378,335.0,2015,29,0,0,2
9379,335.0,2015,29,0,0,2
9400,380.0,2210,29,0,0,2
9402,380.0,2210,29,0,0,2
9416,400.0,2120,29,0,0,2
9418,420.0,2120,29,0,0,2
9420,400.0,2170,29,0,0,2
9424,420.0,2170,29,0,0,2
9428,463.0,2275,29,0,0,2
9436,225.0,1685,29,2,0,2
9438,225.0,1685,29,2,0,2
9440,225.0,1685,29,2,0,2
9456,320.0,1785,29,2,0,2
9458,320.0,1785,29,2,0,2
9464,395.0,1845,29,2,0,2
9466,415.0,1845,29,2,0,2
9468,463.0,1950,29,2,0,2
9470,135.0,1435,29,2,1,5
9471,135.0,1435,29,2,1,5
9472,135.0,1435,29,2,1,5
9478,135.0,1470,29,2,0,5
9479,135.0,1470,29,2,0,5
9480,135.0,1470,29,2,0,5
9526,150.0,1475,29,2,1,5
9527,150.0,1475,29,2,1,5
9532,150.0,1500,29,2,0,5
9533,150.0,1500,29,2,0,5
9554,225.0,1540,29,2,0,5
9558,310.0,1610,29,2,0,5
9560,115.0,2586,29,5,0,3
28398,190.0,2025,29,5,0,4
28408,190.0,2076,29,5,0,4
28418,190.0,2186,29,5,0,4
28482,190.0,2050,29,5,0,4
28566,190.0,2075,29,5,0,4
28680,190.0,2356,29,5,0,4
28690,190.0,2586,29,5,0,4
41504,190.0,1905,29,5,0,3
41506,190.0,1956,29,5,0,3
41507,190.0,1976,29,5,0,3
41512,190.0,2076,29,5,0,3
41518,190.0,2186,29,5,0,3
41524,190.0,2356,29,5,0,3
41548,190.0,1930,29,5,0,3
41592,190.0,1955,29,5,0,3
41662,190.0,2586,29,5,0,3
41825,155.0,1340,30,2,0,1
41826,155.0,1315,30,2,1,1
41828,72.0,1275,30,2,0,1
41829,72.0,1235,30,2,1,1
41830,90.0,1240,30,2,1,1
41831,90.0,1280,30,2,0,1
41832,135.0,1305,30,2,1,1
41833,135.0,1330,30,2,0,1
41834,155.0,1305,30,2,1,1
41838,155.0,1315,30,1,0,1
41839,155.0,1290,30,1,1,1
41841,72.0,1245,30,1,0,1
41842,72.0,1215,30,1,1,1
41843,90.0,1220,30,1,1,1
41844,90.0,1250,30,1,0,1
41845,135.0,1280,30,1,1,1
41846,135.0,1305,30,1,0,1
41847,155.0,1280,30,1,1,1
41852,160.0,1505,30,9,0,1
41853,160.0,1480,30,9,1,1
41856,72.0,1340,30,9,1,1
41857,72.0,1370,30,9,0,1
41858,90.0,1340,30,9,1,1
41859,90.0,1370,30,9,0,1
41862,135.0,1385,30,9,1,1
41863,135.0,1410,30,9,0,1
41864,135.0,1455,30,9,1,1
41865,135.0,1480,30,9,0,1
41871,90.0,1165,30,4,1,1
41872,90.0,1210,30,4,0,1
41873,135.0,1240,30,4,1,1
41874,135.0,1265,30,4,0,1
41875,155.0,1240,30,4,1,1
41878,155.0,1275,30,4,0,1
41879,155.0,1250,30,4,1,1
41880,55.0,1145,30,0,1,1
41881,72.0,1185,30,0,0,1
41882,72.0,1145,30,0,1,1
41883,90.0,1150,30,0,1,1
41884,90.0,1190,30,0,0,1
41885,155.0,1260,30,4,0,1
41886,155.0,1235,30,4,1,1
41887,135.0,1215,30,0,1,1
41888,135.0,1240,30,0,0,1
41889,155.0,1215,30,0,1,1
41895,90.0,1235,30,2,0,1
41896,90.0,1195,30,2,1,1
41897,135.0,1280,30,2,0,1
41898,135.0,1260,30,2,1,1
41899,155.0,1260,30,2,1,1
41902,155.0,1290,30,2,0,1
41903,155.0,1270,30,2,1,1
41904,86.0,1345,31,9,1,3
41905,86.0,1335,31,9,1,3
41920,70.0,1020,31,6,1,1
41922,217.0,1635,31,0,1,3
41927,110.0,1455,31,9,1,4
41940,59.0,920,31,0,1,1
41941,52.0,920,31,0,1,1
41942,52.0,920,31,0,1,1
41943,241.0,1583,32,4,0,2
41944,241.0,1571,32,4,1,2
41947,241.0,1630,32,4,0,2
41948,241.0,1605,32,4,1,2
41949,390.0,1815,32,4,0,2
41950,390.0,1735,32,4,0,2
41953,404.0,1815,32,4,0,2
41954,404.0,1735,32,4,0,2
41955,86.0,1215,32,9,1,1
41957,86.0,1215,32,9,1,1
41958,86.0,1215,32,9,1,1
41959,86.0,1221,32,9,1,1
41960,69.0,1195,32,9,1,1
41961,140.0,1325,32,9,1,1
41962,147.0,1325,32,9,1,1
41968,59.0,990,32,0,1,1
41969,59.0,1025,32,0,1,1
41972,72.0,1030,32,0,1,1
41974,72.0,1060,32,0,1,1
41977,65.0,1167,32,6,1,1
41978,81.0,1182,32,6,1,1
41979,81.0,1206,32,6,0,1
41981,81.0,1370,32,3,1,3
41982,81.0,1400,32,3,1,3
41987,81.0,1360,32,3,1,3
41990,81.0,1409,32,3,1,3
41991,81.0,1444,32,3,1,3
41996,81.0,1399,32,3,1,3
42083,86.0,1310,32,9,1,4
42084,86.0,1365,32,9,1,4
42085,86.0,1325,32,9,1,4
42086,86.0,1380,32,9,1,4
42088,104.0,1450,32,9,1,4
42093,104.0,1425,32,9,1,4
42095,104.0,1525,32,9,1,4
42100,104.0,1355,32,9,1,4
42116,51.0,1086,33,0,1,1
42120,64.0,1120,33,0,1,1
42121,64.0,1120,33,0,1,1
42124,74.0,1120,33,0,1,1
42125,74.0,1120,33,0,1,1
42130,50.0,1050,33,6,1,0
42131,50.0,1050,33,6,1,0
42132,69.0,1115,33,6,0,0
42133,69.0,1065,33,6,1,0
42134,69.0,1065,33,6,1,0
42143,123.0,1750,33,9,1,4
42144,88.0,1471,33,0,1,3
42145,88.0,1503,33,0,1,3
42146,103.0,1471,33,0,1,3
42147,103.0,1503,33,0,1,3
42148,103.0,1503,33,0,1,3
42149,103.0,1550,33,0,1,3
42150,103.0,1550,33,0,1,3
42151,125.0,1503,33,0,1,3
42152,125.0,1550,33,0,1,3
42153,125.0,1571,33,0,1,3
42154,125.0,1571,33,0,1,3
42175,206.0,1571,33,0,1,3
42176,206.0,1613,33,0,1,3
42177,88.0,1503,33,1,1,3
42178,88.0,1550,33,1,1,3
42179,103.0,1550,33,1,0,3
42180,103.0,1571,33,1,0,3
42181,103.0,1503,33,1,1,3
42182,103.0,1550,33,1,1,3
42183,103.0,1571,33,1,1,3
42184,74.0,1471,33,1,1,3
42203,88.0,1471,33,0,1,3
42204,88.0,1503,33,0,1,3
42205,88.0,1503,33,0,1,3
42206,103.0,1503,33,0,0,3
42207,103.0,1503,33,0,0,3
42208,103.0,1550,33,0,0,3
42209,103.0,1471,33,0,1,3
42210,103.0,1471,33,0,1,3
42211,103.0,1503,33,0,1,3
42212,103.0,1503,33,0,1,3
42213,103.0,1550,33,0,1,3
42214,74.0,1393,33,0,1,3
42215,74.0,1437,33,0,1,3
42237,74.0,1471,33,0,1,3
42263,103.0,1733,33,2,1,2
42264,125.0,1816,33,2,0,2
42265,125.0,1843,33,2,0,2
42266,125.0,1788,33,2,1,2
42267,125.0,1816,33,2,1,2
42268,125.0,1816,33,2,1,2
42279,48.0,1100,33,0,1,1
42284,63.0,1120,33,0,1,1
42304,88.0,1199,33,0,1,1
42309,74.0,1141,33,0,1,1
42311,74.0,1165,33,0,0,1
42316,141.0,1278,33,0,1,1
42333,63.0,1163,33,0,1,1
42371,88.0,1237,33,0,1,1
42375,74.0,1163,33,0,1,1
42376,74.0,1188,33,0,0,1
42399,239.0,1810,33,0,1,4
42401,239.0,1835,33,0,0,4
42422,184.0,1733,33,0,1,4
42424,132.0,1571,33,0,1,4
42472,103.0,1503,33,0,1,4
42475,132.0,1613,33,1,1,4
42478,239.0,1940,33,1,1,4
42480,239.0,1953,33,1,0,4
42531,103.0,1613,33,1,1,4
42535,74.0,1361,33,6,1,1
42545,88.0,1393,33,6,1,1
42549,103.0,1393,33,6,1,1
42604,88.0,1471,33,6,0,1
42609,103.0,1425,33,9,1,1
42611,85.0,1335,33,9,1,1
42641,88.0,1664,33,8,1,3
42642,88.0,1701,33,8,1,3
42643,103.0,1701,33,8,0,3
42644,103.0,1733,33,8,0,3
42645,103.0,1664,33,8,1,3
42646,103.0,1701,33,8,1,3
42648,103.0,1733,33,8,1,3
42672,103.0,1788,33,8,0,3
42686,103.0,1788,33,8,1,3
42702,50.0,875,34,0,1,0
42703,50.0,915,34,0,0,0
42704,50.0,880,34,0,1,0
42705,88.0,1155,34,9,1,1
42710,60.0,1120,34,9,1,1
