,Marque,Carburant,puiss_max,CO2,masse_ordma_min,Carrosserie,boite,gamme2,Cat_CO2
9560,MERCEDES-BENZ,ES,115.0,289.0,2586,MINIBUS,A,MOY-INFERIEURE,G
9561,MERCEDES-BENZ,GO,95.0,207.0,2065,MINIBUS,M,MOY-INFERIEURE,F
9562,MERCEDES-BENZ,GO,95.0,207.0,2076,MINIBUS,M,MOY-INFERIEURE,F
9563,MERCEDES-BENZ,GO,95.0,207.0,2186,MINIBUS,M,MOY-INFERIEURE,F
9564,MERCEDES-BENZ,GO,95.0,208.0,2065,MINIBUS,M,MOY-INFERIEURE,F
9565,MERCEDES-BENZ,GO,95.0,210.0,2076,MINIBUS,M,MOY-INFERIEURE,F
9566,MERCEDES-BENZ,GO,95.0,213.0,2186,MINIBUS,M,MOY-INFERIEURE,F
9567,MERCEDES-BENZ,GO,95.0,216.0,2065,MINIBUS,M,MOY-INFERIEURE,F
9568,MERCEDES-BENZ,GO,95.0,219.0,2076,MINIBUS,M,MOY-INFERIEURE,F
9569,MERCEDES-BENZ,GO,95.0,222.0,2186,MINIBUS,M,MOY-INFERIEURE,F
9570,MERCEDES-BENZ,GO,95.0,208.0,2065,MINIBUS,A,MOY-INFERIEURE,F
9571,MERCEDES-BENZ,GO,95.0,211.0,2076,MINIBUS,A,MOY-INFERIEURE,F
9572,MERCEDES-BENZ,GO,95.0,213.0,2186,MINIBUS,A,MOY-INFERIEURE,F
9573,MERCEDES-BENZ,GO,95.0,211.0,2065,MINIBUS,A,MOY-INFERIEURE,F
9574,MERCEDES-BENZ,GO,95.0,213.0,2076,MINIBUS,A,MOY-INFERIEURE,F
9575,MERCEDES-BENZ,GO,95.0,216.0,2186,MINIBUS,A,MOY-INFERIEURE,F
9576,MERCEDES-BENZ,GO,95.0,216.0,2065,MINIBUS,A,MOY-INFERIEURE,F
9577,MERCEDES-BENZ,GO,95.0,219.0,2076,MINIBUS,A,MOY-INFERIEURE,F
9578,MERCEDES-BENZ,GO,95.0,222.0,2186,MINIBUS,A,MOY-INFERIEURE,F
9579,MERCEDES-BENZ,GO,95.0,207.0,1983,MINIBUS,M,MOY-INFERIEURE,F
9582,MERCEDES-BENZ,GO,95.0,208.0,1983,MINIBUS,M,MOY-INFERIEURE,F
9585,MERCEDES-BENZ,GO,95.0,216.0,1983,MINIBUS,M,MOY-INFERIEURE,F
9588,MERCEDES-BENZ,GO,95.0,208.0,1983,MINIBUS,A,MOY-INFERIEURE,F
9591,MERCEDES-BENZ,GO,95.0,211.0,1983,MINIBUS,A,MOY-INFERIEURE,F
9594,MERCEDES-BENZ,GO,95.0,216.0,1983,MINIBUS,A,MOY-INFERIEURE,F
9600,MERCEDES-BENZ,GO,95.0,207.0,2356,MINIBUS,M,MOY-INFERIEURE,F
9604,MERCEDES-BENZ,GO,95.0,213.0,2356,MINIBUS,M,MOY-INFERIEURE,F
9608,MERCEDES-BENZ,GO,95.0,222.0,2356,MINIBUS,M,MOY-INFERIEURE,F
9612,MERCEDES-BENZ,GO,95.0,213.0,2356,MINIBUS,A,MOY-INFERIEURE,F
9616,MERCEDES-BENZ,GO,95.0,216.0,2356,MINIBUS,A,MOY-INFERIEURE,F
9620,MERCEDES-BENZ,GO,95.0,222.0,2356,MINIBUS,A,MOY-INFERIEURE,F
9777,MERCEDES-BENZ,GO,95.0,210.0,2586,MINIBUS,M,MOY-INFERIEURE,F
9782,MERCEDES-BENZ,GO,95.0,215.0,2586,MINIBUS,M,MOY-INFERIEURE,F
9787,MERCEDES-BENZ,GO,95.0,224.0,2586,MINIBUS,M,MOY-INFERIEURE,F
9792,MERCEDES-BENZ,GO,95.0,216.0,2586,MINIBUS,A,MOY-INFERIEURE,F
9797,MERCEDES-BENZ,GO,95.0,218.0,2586,MINIBUS,A,MOY-INFERIEURE,F
9802,MERCEDES-BENZ,GO,95.0,224.0,2586,MINIBUS,A,MOY-INFERIEURE,F
9833,MERCEDES-BENZ,GO,120.0,208.0,2065,MINIBUS,M,MOY-INFERIEURE,F
9834,MERCEDES-BENZ,GO,120.0,210.0,2076,MINIBUS,M,MOY-INFERIEURE,F
9835,MERCEDES-BENZ,GO,120.0,213.0,2186,MINIBUS,M,MOY-INFERIEURE,F
9836,MERCEDES-BENZ,GO,120.0,216.0,2065,MINIBUS,M,MOY-INFERIEURE,F
9837,MERCEDES-BENZ,GO,120.0,219.0,2076,MINIBUS,M,MOY-INFERIEURE,F
9838,MERCEDES-BENZ,GO,120.0,222.0,2186,MINIBUS,M,MOY-INFERIEURE,F
9839,MERCEDES-BENZ,GO,120.0,208.0,2065,MINIBUS,A,MOY-INFERIEURE,F
9840,MERCEDES-BENZ,GO,120.0,211.0,2076,MINIBUS,A,MOY-INFERIEURE,F
9841,MERCEDES-BENZ,GO,120.0,213.0,2186,MINIBUS,A,MOY-INFERIEURE,F
9842,MERCEDES-BENZ,GO,120.0,211.0,2065,MINIBUS,A,MOY-INFERIEURE,F
9843,MERCEDES-BENZ,GO,120.0,213.0,2076,MINIBUS,A,MOY-INFERIEURE,F
9844,MERCEDES-BENZ,GO,120.0,216.0,2186,MINIBUS,A,MOY-INFERIEURE,F
9845,MERCEDES-BENZ,GO,120.0,208.0,1983,MINIBUS,M,MOY-INFERIEURE,F
9848,MERCEDES-BENZ,GO,120.0,216.0,1983,MINIBUS,M,MOY-INFERIEURE,F
9851,MERCEDES-BENZ,GO,120.0,208.0,1983,MINIBUS,A,MOY-INFERIEURE,F
9854,MERCEDES-BENZ,GO,120.0,211.0,1983,MINIBUS,A,MOY-INFERIEURE,F
9860,MERCEDES-BENZ,GO,120.0,213.0,2356,MINIBUS,M,MOY-INFERIEURE,F
9864,MERCEDES-BENZ,GO,120.0,222.0,2356,MINIBUS,M,MOY-INFERIEURE,F
9868,MERCEDES-BENZ,GO,120.0,213.0,2356,MINIBUS,A,MOY-INFERIEURE,F
9872,MERCEDES-BENZ,GO,120.0,216.0,2356,MINIBUS,A,MOY-INFERIEURE,F
9989,MERCEDES-BENZ,GO,120.0,215.0,2586,MINIBUS,M,MOY-INFERIEURE,F
9994,MERCEDES-BENZ,GO,120.0,224.0,2586,MINIBUS,M,MOY-INFERIEURE,F
9999,MERCEDES-BENZ,GO,120.0,216.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10004,MERCEDES-BENZ,GO,120.0,218.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10026,MERCEDES-BENZ,GO,95.0,207.0,2029,MINIBUS,M,MOY-INFERIEURE,F
10029,MERCEDES-BENZ,GO,95.0,208.0,2029,MINIBUS,M,MOY-INFERIEURE,F
10032,MERCEDES-BENZ,GO,95.0,216.0,2029,MINIBUS,M,MOY-INFERIEURE,F
10035,MERCEDES-BENZ,GO,95.0,208.0,2029,MINIBUS,A,MOY-INFERIEURE,F
10038,MERCEDES-BENZ,GO,95.0,211.0,2029,MINIBUS,A,MOY-INFERIEURE,F
10041,MERCEDES-BENZ,GO,95.0,216.0,2029,MINIBUS,A,MOY-INFERIEURE,F
10044,MERCEDES-BENZ,GO,95.0,207.0,1976,MINIBUS,M,MOY-INFERIEURE,F
10047,MERCEDES-BENZ,GO,95.0,208.0,1976,MINIBUS,M,MOY-INFERIEURE,F
10050,MERCEDES-BENZ,GO,95.0,216.0,1976,MINIBUS,M,MOY-INFERIEURE,F
10053,MERCEDES-BENZ,GO,95.0,208.0,1976,MINIBUS,A,MOY-INFERIEURE,F
10056,MERCEDES-BENZ,GO,95.0,211.0,1976,MINIBUS,A,MOY-INFERIEURE,F
10059,MERCEDES-BENZ,GO,95.0,216.0,1976,MINIBUS,A,MOY-INFERIEURE,F
10298,MERCEDES-BENZ,GO,120.0,208.0,2029,MINIBUS,M,MOY-INFERIEURE,F
10301,MERCEDES-BENZ,GO,120.0,216.0,2029,MINIBUS,M,MOY-INFERIEURE,F
10304,MERCEDES-BENZ,GO,120.0,208.0,2029,MINIBUS,A,MOY-INFERIEURE,F
10307,MERCEDES-BENZ,GO,120.0,211.0,2029,MINIBUS,A,MOY-INFERIEURE,F
10310,MERCEDES-BENZ,GO,120.0,208.0,1976,MINIBUS,M,MOY-INFERIEURE,F
10313,MERCEDES-BENZ,GO,120.0,216.0,1976,MINIBUS,M,MOY-INFERIEURE,F
10316,MERCEDES-BENZ,GO,120.0,208.0,1976,MINIBUS,A,MOY-INFERIEURE,F
10319,MERCEDES-BENZ,GO,120.0,211.0,1976,MINIBUS,A,MOY-INFERIEURE,F
10490,MERCEDES-BENZ,GO,95.0,230.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10492,MERCEDES-BENZ,GO,95.0,240.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10498,MERCEDES-BENZ,GO,95.0,232.0,2402,MINIBUS,M,MOY-INFERIEURE,F
10499,MERCEDES-BENZ,GO,95.0,235.0,2586,MINIBUS,M,MOY-INFERIEURE,F
10500,MERCEDES-BENZ,GO,95.0,227.0,2586,MINIBUS,M,MOY-INFERIEURE,F
10512,MERCEDES-BENZ,GO,95.0,232.0,2256,MINIBUS,M,MOY-INFERIEURE,F
10513,MERCEDES-BENZ,GO,95.0,232.0,2356,MINIBUS,M,MOY-INFERIEURE,F
10527,MERCEDES-BENZ,GO,95.0,232.0,2463,MINIBUS,M,MOY-INFERIEURE,F
10576,MERCEDES-BENZ,GO,120.0,227.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10578,MERCEDES-BENZ,GO,120.0,230.0,2586,MINIBUS,A,MOY-INFERIEURE,F
10582,MERCEDES-BENZ,GO,120.0,210.0,2586,MINIBUS,M,MOY-INFERIEURE,F
10584,MERCEDES-BENZ,GO,120.0,227.0,2402,MINIBUS,M,MOY-INFERIEURE,F
10585,MERCEDES-BENZ,GO,120.0,229.0,2586,MINIBUS,M,MOY-INFERIEURE,F
10590,MERCEDES-BENZ,GO,120.0,232.0,2402,MINIBUS,M,MOY-INFERIEURE,F
10592,MERCEDES-BENZ,GO,120.0,235.0,2586,MINIBUS,M,MOY-INFERIEURE,F
10602,MERCEDES-BENZ,GO,120.0,227.0,2256,MINIBUS,M,MOY-INFERIEURE,F
10603,MERCEDES-BENZ,GO,120.0,227.0,2356,MINIBUS,M,MOY-INFERIEURE,F
10609,MERCEDES-BENZ,GO,120.0,232.0,2256,MINIBUS,M,MOY-INFERIEURE,F
10611,MERCEDES-BENZ,GO,120.0,232.0,2356,MINIBUS,M,MOY-INFERIEURE,F
10623,MERCEDES-BENZ,GO,120.0,227.0,2463,MINIBUS,M,MOY-INFERIEURE,F
10629,MERCEDES-BENZ,GO,120.0,232.0,2463,MINIBUS,M,MOY-INFERIEURE,F
10698,MERCEDES-BENZ,GO,95.0,232.0,2375,MINIBUS,M,MOY-INFERIEURE,F
10712,MERCEDES-BENZ,GO,95.0,232.0,2220,MINIBUS,M,MOY-INFERIEURE,F
10727,MERCEDES-BENZ,GO,95.0,232.0,2435,MINIBUS,M,MOY-INFERIEURE,F
10784,MERCEDES-BENZ,GO,120.0,227.0,2375,MINIBUS,M,MOY-INFERIEURE,F
10790,MERCEDES-BENZ,GO,120.0,232.0,2375,MINIBUS,M,MOY-INFERIEURE,F
10802,MERCEDES-BENZ,GO,120.0,227.0,2220,MINIBUS,M,MOY-INFERIEURE,F
10809,MERCEDES-BENZ,GO,120.0,232.0,2220,MINIBUS,M,MOY-INFERIEURE,F
10823,MERCEDES-BENZ,GO,120.0,227.0,2435,MINIBUS,M,MOY-INFERIEURE,F
10829,MERCEDES-BENZ,GO,120.0,232.0,2435,MINIBUS,M,MOY-INFERIEURE,F
10898,MERCEDES-BENZ,GO,95.0,229.0,2184,MINIBUS,M,MOY-INFERIEURE,F
10899,MERCEDES-BENZ,GO,95.0,232.0,2186,MINIBUS,M,MOY-INFERIEURE,F
10930,MERCEDES-BENZ,GO,120.0,224.0,2184,MINIBUS,M,MOY-INFERIEURE,F
10931,MERCEDES-BENZ,GO,120.0,227.0,2186,MINIBUS,M,MOY-INFERIEURE,F
10938,MERCEDES-BENZ,GO,120.0,229.0,2184,MINIBUS,M,MOY-INFERIEURE,F
10940,MERCEDES-BENZ,GO,120.0,232.0,2186,MINIBUS,M,MOY-INFERIEURE,F
10989,MERCEDES-BENZ,ES/GN,115.0,289.0,2586,MINIBUS,A,MOY-INFERIEURE,G
10997,MERCEDES-BENZ,ES/GN,115.0,238.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11053,MERCEDES-BENZ,GO,95.0,207.0,2124,MINIBUS,M,MOY-INFERIEURE,F
11055,MERCEDES-BENZ,GO,95.0,210.0,2124,MINIBUS,M,MOY-INFERIEURE,F
11057,MERCEDES-BENZ,GO,95.0,219.0,2124,MINIBUS,M,MOY-INFERIEURE,F
11061,MERCEDES-BENZ,GO,95.0,211.0,2124,MINIBUS,A,MOY-INFERIEURE,F
11065,MERCEDES-BENZ,GO,95.0,213.0,2124,MINIBUS,A,MOY-INFERIEURE,F
11069,MERCEDES-BENZ,GO,95.0,219.0,2124,MINIBUS,A,MOY-INFERIEURE,F
11073,MERCEDES-BENZ,GO,95.0,207.0,2270,MINIBUS,M,MOY-INFERIEURE,F
11075,MERCEDES-BENZ,GO,95.0,213.0,2270,MINIBUS,M,MOY-INFERIEURE,F
11077,MERCEDES-BENZ,GO,95.0,222.0,2270,MINIBUS,M,MOY-INFERIEURE,F
11081,MERCEDES-BENZ,GO,95.0,213.0,2270,MINIBUS,A,MOY-INFERIEURE,F
11085,MERCEDES-BENZ,GO,95.0,216.0,2270,MINIBUS,A,MOY-INFERIEURE,F
11089,MERCEDES-BENZ,GO,95.0,222.0,2270,MINIBUS,A,MOY-INFERIEURE,F
11123,MERCEDES-BENZ,GO,95.0,207.0,2331,MINIBUS,M,MOY-INFERIEURE,F
11126,MERCEDES-BENZ,GO,95.0,213.0,2331,MINIBUS,M,MOY-INFERIEURE,F
11129,MERCEDES-BENZ,GO,95.0,222.0,2331,MINIBUS,M,MOY-INFERIEURE,F
11135,MERCEDES-BENZ,GO,95.0,213.0,2331,MINIBUS,A,MOY-INFERIEURE,F
11141,MERCEDES-BENZ,GO,95.0,216.0,2331,MINIBUS,A,MOY-INFERIEURE,F
11147,MERCEDES-BENZ,GO,95.0,222.0,2331,MINIBUS,A,MOY-INFERIEURE,F
11243,MERCEDES-BENZ,GO,95.0,238.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11247,MERCEDES-BENZ,GO,95.0,241.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11251,MERCEDES-BENZ,GO,95.0,246.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11255,MERCEDES-BENZ,GO,95.0,189.0,2586,MINIBUS,M,MOY-INFERIEURE,E
11260,MERCEDES-BENZ,GO,95.0,197.0,2586,MINIBUS,M,MOY-INFERIEURE,E
11265,MERCEDES-BENZ,GO,95.0,205.0,2586,MINIBUS,M,MOY-INFERIEURE,F
11277,MERCEDES-BENZ,GO,95.0,201.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11287,MERCEDES-BENZ,GO,95.0,209.0,2586,MINIBUS,A,MOY-INFERIEURE,F
11297,MERCEDES-BENZ,GO,95.0,214.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12066,MERCEDES-BENZ,GO,120.0,210.0,2124,MINIBUS,M,MOY-INFERIEURE,F
12068,MERCEDES-BENZ,GO,120.0,219.0,2124,MINIBUS,M,MOY-INFERIEURE,F
12072,MERCEDES-BENZ,GO,120.0,211.0,2124,MINIBUS,A,MOY-INFERIEURE,F
12074,MERCEDES-BENZ,GO,120.0,213.0,2124,MINIBUS,A,MOY-INFERIEURE,F
12078,MERCEDES-BENZ,GO,120.0,213.0,2270,MINIBUS,M,MOY-INFERIEURE,F
12080,MERCEDES-BENZ,GO,120.0,222.0,2270,MINIBUS,M,MOY-INFERIEURE,F
12102,MERCEDES-BENZ,GO,120.0,213.0,2331,MINIBUS,M,MOY-INFERIEURE,F
12105,MERCEDES-BENZ,GO,120.0,222.0,2331,MINIBUS,M,MOY-INFERIEURE,F
12147,MERCEDES-BENZ,GO,120.0,238.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12151,MERCEDES-BENZ,GO,120.0,241.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12155,MERCEDES-BENZ,GO,120.0,189.0,2586,MINIBUS,M,MOY-INFERIEURE,E
12157,MERCEDES-BENZ,GO,120.0,197.0,2586,MINIBUS,M,MOY-INFERIEURE,E
12162,MERCEDES-BENZ,GO,120.0,205.0,2586,MINIBUS,M,MOY-INFERIEURE,F
12176,MERCEDES-BENZ,GO,120.0,201.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12178,MERCEDES-BENZ,GO,120.0,213.0,2270,MINIBUS,A,MOY-INFERIEURE,F
12181,MERCEDES-BENZ,GO,120.0,209.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12185,MERCEDES-BENZ,GO,120.0,216.0,2270,MINIBUS,A,MOY-INFERIEURE,F
12272,MERCEDES-BENZ,GO,120.0,213.0,2331,MINIBUS,A,MOY-INFERIEURE,F
12279,MERCEDES-BENZ,GO,120.0,216.0,2331,MINIBUS,A,MOY-INFERIEURE,F
12433,MERCEDES-BENZ,GO,120.0,246.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12477,MERCEDES-BENZ,GO,120.0,214.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12783,MERCEDES-BENZ,GO,140.0,269.0,2586,MINIBUS,A,MOY-INFERIEURE,G
12787,MERCEDES-BENZ,GO,140.0,272.0,2586,MINIBUS,A,MOY-INFERIEURE,G
12791,MERCEDES-BENZ,GO,140.0,240.0,2586,MINIBUS,M,MOY-INFERIEURE,F
12797,MERCEDES-BENZ,GO,140.0,233.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12799,MERCEDES-BENZ,GO,140.0,243.0,2586,MINIBUS,A,MOY-INFERIEURE,F
12923,MERCEDES-BENZ,GO,140.0,262.0,2586,MINIBUS,A,MOY-INFERIEURE,G
12939,MERCEDES-BENZ,GO,140.0,258.0,2586,MINIBUS,M,MOY-INFERIEURE,G
13117,MERCEDES-BENZ,GN,115.0,238.0,2586,MINIBUS,A,MOY-INFERIEURE,F
13121,MERCEDES-BENZ,GO,95.0,207.0,2088,MINIBUS,M,MOY-INFERIEURE,F
13123,MERCEDES-BENZ,GO,95.0,210.0,2088,MINIBUS,M,MOY-INFERIEURE,F
13125,MERCEDES-BENZ,GO,95.0,219.0,2088,MINIBUS,M,MOY-INFERIEURE,F
13129,MERCEDES-BENZ,GO,95.0,211.0,2088,MINIBUS,A,MOY-INFERIEURE,F
13133,MERCEDES-BENZ,GO,95.0,213.0,2088,MINIBUS,A,MOY-INFERIEURE,F
13137,MERCEDES-BENZ,GO,95.0,219.0,2088,MINIBUS,A,MOY-INFERIEURE,F
13141,MERCEDES-BENZ,GO,95.0,207.0,2006,MINIBUS,M,MOY-INFERIEURE,F
13144,MERCEDES-BENZ,GO,95.0,208.0,2006,MINIBUS,M,MOY-INFERIEURE,F
13147,MERCEDES-BENZ,GO,95.0,216.0,2006,MINIBUS,M,MOY-INFERIEURE,F
13153,MERCEDES-BENZ,GO,95.0,208.0,2006,MINIBUS,A,MOY-INFERIEURE,F
13159,MERCEDES-BENZ,GO,95.0,211.0,2006,MINIBUS,A,MOY-INFERIEURE,F
13165,MERCEDES-BENZ,GO,95.0,216.0,2006,MINIBUS,A,MOY-INFERIEURE,F
13171,MERCEDES-BENZ,GO,95.0,207.0,2243,MINIBUS,M,MOY-INFERIEURE,F
13173,MERCEDES-BENZ,GO,95.0,213.0,2243,MINIBUS,M,MOY-INFERIEURE,F
13175,MERCEDES-BENZ,GO,95.0,222.0,2243,MINIBUS,M,MOY-INFERIEURE,F
13179,MERCEDES-BENZ,GO,95.0,213.0,2243,MINIBUS,A,MOY-INFERIEURE,F
13183,MERCEDES-BENZ,GO,95.0,216.0,2243,MINIBUS,A,MOY-INFERIEURE,F
13187,MERCEDES-BENZ,GO,95.0,222.0,2243,MINIBUS,A,MOY-INFERIEURE,F
13261,MERCEDES-BENZ,GO,95.0,207.0,2303,MINIBUS,M,MOY-INFERIEURE,F
13264,MERCEDES-BENZ,GO,95.0,213.0,2303,MINIBUS,M,MOY-INFERIEURE,F
13267,MERCEDES-BENZ,GO,95.0,222.0,2303,MINIBUS,M,MOY-INFERIEURE,F
13273,MERCEDES-BENZ,GO,95.0,213.0,2303,MINIBUS,A,MOY-INFERIEURE,F
13279,MERCEDES-BENZ,GO,95.0,216.0,2303,MINIBUS,A,MOY-INFERIEURE,F
13285,MERCEDES-BENZ,GO,95.0,222.0,2303,MINIBUS,A,MOY-INFERIEURE,F
14580,MERCEDES-BENZ,GO,120.0,210.0,2088,MINIBUS,M,MOY-INFERIEURE,F
14582,MERCEDES-BENZ,GO,120.0,219.0,2088,MINIBUS,M,MOY-INFERIEURE,F
14586,MERCEDES-BENZ,GO,120.0,211.0,2088,MINIBUS,A,MOY-INFERIEURE,F
14588,MERCEDES-BENZ,GO,120.0,213.0,2088,MINIBUS,A,MOY-INFERIEURE,F
14592,MERCEDES-BENZ,GO,120.0,208.0,2006,MINIBUS,M,MOY-INFERIEURE,F
14595,MERCEDES-BENZ,GO,120.0,216.0,2006,MINIBUS,M,MOY-INFERIEURE,F
14601,MERCEDES-BENZ,GO,120.0,208.0,2006,MINIBUS,A,MOY-INFERIEURE,F
14604,MERCEDES-BENZ,GO,120.0,211.0,2006,MINIBUS,A,MOY-INFERIEURE,F
14610,MERCEDES-BENZ,GO,120.0,213.0,2243,MINIBUS,M,MOY-INFERIEURE,F
14612,MERCEDES-BENZ,GO,120.0,222.0,2243,MINIBUS,M,MOY-INFERIEURE,F
14616,MERCEDES-BENZ,GO,120.0,213.0,2243,MINIBUS,A,MOY-INFERIEURE,F
14618,MERCEDES-BENZ,GO,120.0,216.0,2243,MINIBUS,A,MOY-INFERIEURE,F
14664,MERCEDES-BENZ,GO,120.0,213.0,2303,MINIBUS,M,MOY-INFERIEURE,F
14667,MERCEDES-BENZ,GO,120.0,222.0,2303,MINIBUS,M,MOY-INFERIEURE,F
14673,MERCEDES-BENZ,GO,120.0,213.0,2303,MINIBUS,A,MOY-INFERIEURE,F
14676,MERCEDES-BENZ,GO,120.0,216.0,2303,MINIBUS,A,MOY-INFERIEURE,F
16114,MERCEDES-BENZ,GO,95.0,207.0,2052,MINIBUS,M,MOY-INFERIEURE,F
16117,MERCEDES-BENZ,GO,95.0,208.0,2052,MINIBUS,M,MOY-INFERIEURE,F
16120,MERCEDES-BENZ,GO,95.0,216.0,2052,MINIBUS,M,MOY-INFERIEURE,F
16126,MERCEDES-BENZ,GO,95.0,208.0,2052,MINIBUS,A,MOY-INFERIEURE,F
16132,MERCEDES-BENZ,GO,95.0,211.0,2052,MINIBUS,A,MOY-INFERIEURE,F
16138,MERCEDES-BENZ,GO,95.0,216.0,2052,MINIBUS,A,MOY-INFERIEURE,F
17015,MERCEDES-BENZ,GO,120.0,208.0,2052,MINIBUS,M,MOY-INFERIEURE,F
17018,MERCEDES-BENZ,GO,120.0,216.0,2052,MINIBUS,M,MOY-INFERIEURE,F
17024,MERCEDES-BENZ,GO,120.0,208.0,2052,MINIBUS,A,MOY-INFERIEURE,F
17027,MERCEDES-BENZ,GO,120.0,211.0,2052,MINIBUS,A,MOY-INFERIEURE,F
17883,MERCEDES-BENZ,GO,120.0,211.0,2025,MINIBUS,A,MOY-SUPERIEURE,F
17887,MERCEDES-BENZ,GO,120.0,213.0,2076,MINIBUS,A,MOY-SUPERIEURE,F
17891,MERCEDES-BENZ,GO,120.0,216.0,2186,MINIBUS,A,MOY-SUPERIEURE,F
17896,MERCEDES-BENZ,GO,120.0,208.0,2025,MINIBUS,A,MOY-SUPERIEURE,F
17906,MERCEDES-BENZ,GO,120.0,211.0,2076,MINIBUS,A,MOY-SUPERIEURE,F
17916,MERCEDES-BENZ,GO,120.0,214.0,2186,MINIBUS,A,MOY-SUPERIEURE,F
18057,MERCEDES-BENZ,GO,120.0,190.0,2025,MINIBUS,M,MOY-SUPERIEURE,E
18061,MERCEDES-BENZ,GO,120.0,192.0,2076,MINIBUS,M,MOY-SUPERIEURE,E
18065,MERCEDES-BENZ,GO,120.0,195.0,2186,MINIBUS,M,MOY-SUPERIEURE,E
18069,MERCEDES-BENZ,GO,120.0,198.0,2025,MINIBUS,M,MOY-SUPERIEURE,E
18081,MERCEDES-BENZ,GO,120.0,200.0,2076,MINIBUS,M,MOY-SUPERIEURE,E
18093,MERCEDES-BENZ,GO,120.0,203.0,2186,MINIBUS,M,MOY-SUPERIEURE,F
18106,MERCEDES-BENZ,GO,120.0,187.0,2025,MINIBUS,M,MOY-SUPERIEURE,E
18120,MERCEDES-BENZ,GO,120.0,190.0,2076,MINIBUS,M,MOY-SUPERIEURE,E
18134,MERCEDES-BENZ,GO,120.0,193.0,2186,MINIBUS,M,MOY-SUPERIEURE,E
18483,MERCEDES-BENZ,GO,120.0,211.0,2050,MINIBUS,A,MOY-SUPERIEURE,F
18496,MERCEDES-BENZ,GO,120.0,208.0,2050,MINIBUS,A,MOY-SUPERIEURE,F
18657,MERCEDES-BENZ,GO,120.0,190.0,2050,MINIBUS,M,MOY-SUPERIEURE,E
18669,MERCEDES-BENZ,GO,120.0,198.0,2050,MINIBUS,M,MOY-SUPERIEURE,E
18706,MERCEDES-BENZ,GO,120.0,187.0,2050,MINIBUS,M,MOY-SUPERIEURE,E
19083,MERCEDES-BENZ,GO,120.0,211.0,2075,MINIBUS,A,MOY-SUPERIEURE,F
19096,MERCEDES-BENZ,GO,120.0,208.0,2075,MINIBUS,A,MOY-SUPERIEURE,F
19257,MERCEDES-BENZ,GO,120.0,190.0,2075,MINIBUS,M,MOY-SUPERIEURE,E
19269,MERCEDES-BENZ,GO,120.0,198.0,2075,MINIBUS,M,MOY-SUPERIEURE,E
19306,MERCEDES-BENZ,GO,120.0,187.0,2075,MINIBUS,M,MOY-SUPERIEURE,E
19695,MERCEDES-BENZ,GO,120.0,216.0,2356,MINIBUS,A,MOY-SUPERIEURE,F
19699,MERCEDES-BENZ,GO,120.0,216.0,2586,MINIBUS,A,MOY-SUPERIEURE,F
19733,MERCEDES-BENZ,GO,120.0,214.0,2356,MINIBUS,A,MOY-SUPERIEURE,F
19743,MERCEDES-BENZ,GO,120.0,214.0,2586,MINIBUS,A,MOY-SUPERIEURE,F
19961,MERCEDES-BENZ,GO,120.0,195.0,2356,MINIBUS,M,MOY-SUPERIEURE,E
19965,MERCEDES-BENZ,GO,120.0,195.0,2586,MINIBUS,M,MOY-SUPERIEURE,E
20003,MERCEDES-BENZ,GO,120.0,203.0,2356,MINIBUS,M,MOY-SUPERIEURE,F
20015,MERCEDES-BENZ,GO,120.0,203.0,2586,MINIBUS,M,MOY-SUPERIEURE,F
20065,MERCEDES-BENZ,GO,120.0,193.0,2356,MINIBUS,M,MOY-SUPERIEURE,E
20079,MERCEDES-BENZ,GO,120.0,193.0,2586,MINIBUS,M,MOY-SUPERIEURE,E
22413,MERCEDES-BENZ,GO,120.0,232.0,2105,MINIBUS,A,MOY-SUPERIEURE,F
22417,MERCEDES-BENZ,GO,120.0,234.0,2186,MINIBUS,A,MOY-SUPERIEURE,F
22422,MERCEDES-BENZ,GO,120.0,230.0,2105,MINIBUS,A,MOY-SUPERIEURE,F
22432,MERCEDES-BENZ,GO,120.0,232.0,2186,MINIBUS,A,MOY-SUPERIEURE,F
22501,MERCEDES-BENZ,GO,120.0,232.0,2130,MINIBUS,A,MOY-SUPERIEURE,F
22510,MERCEDES-BENZ,GO,120.0,230.0,2130,MINIBUS,A,MOY-SUPERIEURE,F
22589,MERCEDES-BENZ,GO,120.0,232.0,2155,MINIBUS,A,MOY-SUPERIEURE,F
