,CO2
43026,188.0
43027,104.0
43028,110.0
43029,119.0
43030,90.0
43031,124.0
43032,104.0
43034,145.0
43035,104.0
43036,110.0
43037,119.0
43038,90.0
43039,124.0
43040,104.0
43042,162.0
43043,174.0
43044,145.0
43045,115.0
43046,124.0
43047,115.0
43048,145.0
43049,152.0
43050,123.0
43051,104.0
43052,110.0
43053,119.0
43054,90.0
43055,124.0
43056,104.0
43058,109.0
43059,145.0
43060,124.0
43061,124.0
43062,124.0
43063,124.0
43064,179.0
43065,179.0
43066,179.0
43067,135.0
43068,105.0
43069,105.0
43070,105.0
43071,105.0
43072,145.0
43074,127.0
43075,128.0
43076,128.0
43077,128.0
43078,140.0
43079,145.0
43080,114.0
43081,114.0
43082,114.0
43083,120.0
43084,120.0
43085,175.0
43086,175.0
43087,171.0
43088,175.0
43089,175.0
43090,171.0
43091,175.0
43092,175.0
43093,171.0
43094,190.0
43095,190.0
43096,188.0
43097,175.0
43098,171.0
43099,130.0
43100,130.0
43101,150.0
43102,105.0
43103,85.0
43104,85.0
43105,139.0
43109,180.0
43110,180.0
43111,137.0
43112,137.0
43113,137.0
43114,137.0
43115,140.0
43127,327.0
43129,329.0
43131,349.0
43135,347.0
43137,347.0
43141,347.0
43143,149.0
43144,143.0
43145,149.0
43146,146.0
43147,158.0
43148,162.0
43149,143.0
43150,146.0
43151,154.0
43152,152.0
43153,154.0
43154,152.0
43155,178.0
43156,167.0
43157,178.0
43158,167.0
43159,129.0
43160,119.0
43161,132.0
43162,129.0
43163,129.0
43164,119.0
43165,132.0
43166,129.0
43167,155.0
43168,169.0
43169,169.0
43170,142.0
43172,129.0
43173,117.0
43174,129.0
43175,117.0
43176,172.0
43177,172.0
43178,142.0
43180,119.0
43181,132.0
43182,119.0
43183,109.0
43184,109.0
43185,124.0
43186,119.0
43187,113.0
43188,119.0
43189,89.0
43190,99.0
43191,139.0
43192,125.0
43193,125.0
43194,139.0
43196,139.0
43197,109.0
43198,109.0
43199,124.0
43200,119.0
43201,113.0
43202,99.0
43203,89.0
43204,139.0
43205,128.0
43206,128.0
43207,132.0
43208,137.0
43210,112.0
43211,119.0
43212,119.0
43213,116.0
43214,106.0
43215,108.0
43216,99.0
43217,120.0
43218,109.0
43220,119.0
43221,132.0
43222,137.0
43223,112.0
43224,119.0
43225,119.0
43226,117.0
43227,106.0
43228,108.0
43229,99.0
43230,120.0
43231,109.0
43233,105.0
43234,95.0
43235,103.0
43236,108.0
43237,98.0
43238,105.0
43239,134.0
43240,114.0
43241,106.0
43242,104.0
43243,119.0
43244,125.0
43245,118.0
43246,116.0
43247,137.0
43248,105.0
43249,95.0
43250,103.0
43251,108.0
43252,98.0
43253,105.0
43254,148.0
43256,109.0
43258,109.0
43262,109.0
43264,121.0
43267,124.0
43268,124.0
43269,89.0
43270,89.0
43272,128.0
43273,109.0
43274,109.0
43277,109.0
43278,121.0
43279,124.0
43280,124.0
43281,89.0
43284,132.0
43285,147.0
43286,147.0
43287,147.0
43291,148.0
43292,148.0
43293,148.0
43298,99.0
43301,123.0
43302,123.0
43305,119.0
43306,119.0
43307,119.0
43311,134.0
43312,134.0
43315,180.0
43316,180.0
43317,180.0
43320,175.0
43321,175.0
43322,175.0
43325,155.0
43326,155.0
43327,155.0
43330,158.0
43331,158.0
43332,158.0
43336,159.0
43337,159.0
43338,159.0
43341,149.0
43342,149.0
43343,149.0
43346,138.0
43350,126.0
43354,147.0
43355,147.0
43356,147.0
43360,148.0
43361,148.0
43362,148.0
43367,107.0
43370,123.0
43371,123.0
43374,119.0
43375,119.0
43376,119.0
43380,141.0
43381,141.0
43385,134.0
43388,180.0
43389,180.0
43390,180.0
43393,175.0
43394,175.0
43395,175.0
43398,155.0
43399,155.0
43400,155.0
43403,158.0
43404,158.0
43405,158.0
43409,159.0
43410,159.0
43411,159.0
43414,149.0
43415,149.0
43416,149.0
43419,143.0
43423,129.0
43427,156.0
43428,156.0
43430,148.0
43431,148.0
43432,148.0
43434,162.0
43437,155.0
43438,155.0
43441,121.0
43442,132.0
43443,141.0
43444,114.0
43445,119.0
43446,106.0
43447,102.0
43448,99.0
43449,134.0
43450,106.0
43451,104.0
43452,119.0
43453,125.0
43454,137.0
43455,124.0
43461,124.0
43467,134.0
43472,134.0
43475,134.0
43484,109.0
43487,119.0
43490,157.0
43491,157.0
43496,114.0
43498,130.0
43501,168.0
43508,235.0
43512,154.0
43516,143.0
43517,128.0
43521,162.0
43523,157.0
43526,149.0
43530,163.0
43534,159.0
43535,159.0
43539,114.0
43541,133.0
43544,170.0
43545,170.0
43549,237.0
43550,237.0
43554,158.0
43555,154.0
43559,145.0
43560,128.0
43564,166.0
43566,159.0
43570,151.0
43574,165.0
43578,119.0
43580,154.0
43581,154.0
43585,149.0
43591,189.0
43594,140.0
43595,140.0
43599,134.0
43600,169.0
43603,157.0
43606,159.0
43609,155.0
43612,86.0
43613,87.0
43614,97.0
43616,98.0
43618,114.0
43620,119.0
43624,115.0
43626,120.0
43630,119.0
43632,97.0
43634,98.0
43636,86.0
43637,87.0
43638,114.0
43639,114.0
43640,119.0
43644,115.0
43646,120.0
43650,119.0
43652,99.0
43654,100.0
43664,157.0
43665,147.0
43666,169.0
43667,199.0
43668,157.0
43669,196.0
43670,206.0
43671,199.0
43672,212.0
43673,181.0
43674,164.0
43675,173.0
43676,174.0
43677,158.0
43678,155.0
43679,160.0
43681,156.0
43682,156.0
43684,243.0
43685,243.0
43687,153.0
43690,156.0
43691,155.0
43692,232.0
43693,113.0
43694,115.0
43695,127.0
43696,151.0
43697,160.0
43699,146.0
43700,118.0
43701,99.0
43702,174.0
43703,174.0
43704,162.0
43706,183.0
43708,109.0
43709,131.0
43710,128.0
43711,109.0
43712,147.0
43714,125.0
43716,116.0
43718,101.0
43720,109.0
43721,147.0
43722,128.0
43724,116.0
43726,101.0
43728,126.0
43729,128.0
43730,139.0
43733,112.0
43734,115.0
43735,109.0
43736,99.0
43740,128.0
43745,119.0
43748,120.0
43751,165.0
43752,167.0
43753,143.0
43755,145.0
43756,170.0
43757,173.0
43758,147.0
43760,149.0
43761,152.0
43762,152.0
43763,153.0
43764,104.0
43765,99.0
43766,99.0
43767,104.0
43768,99.0
43769,99.0
43770,164.0
43771,181.0
43772,99.0
43775,213.0
43776,217.0
43778,209.0
43779,214.0
43781,250.0
43790,127.0
43793,147.0
43794,149.0
43798,173.0
43799,176.0
43802,169.0
43803,167.0
43809,129.0
43813,169.0
43815,154.0
43819,113.0
43821,115.0
43823,127.0
43827,111.0
43828,110.0
43829,111.0
43834,104.0
43835,103.0
43836,104.0
43837,108.0
43840,123.0
43841,127.0
43860,149.0
43862,152.0
43864,152.0
43866,134.0
43867,136.0
43868,136.0
43872,139.0
43873,142.0
43874,142.0
43875,149.0
43878,152.0
43881,152.0
43896,139.0
43897,142.0
43898,139.0
43899,149.0
43902,152.0
43905,149.0
43908,139.0
43909,142.0
43910,139.0
43911,149.0
43914,152.0
43917,149.0
43920,149.0
43922,149.0
43924,149.0
43928,149.0
43930,149.0
43932,134.0
43933,136.0
43934,134.0
43939,136.0
43940,134.0
43950,152.0
43952,142.0
43967,152.0
43969,142.0
43979,149.0
43989,149.0
43999,136.0
44006,136.0
44009,139.0
44010,139.0
44011,149.0
44014,149.0
44022,149.0
44024,139.0
44029,158.0
44032,160.0
44034,158.0
44036,149.0
44037,149.0
44038,149.0
44039,158.0
44042,158.0
44045,158.0
44060,147.0
44061,149.0
44062,147.0
44063,156.0
44066,158.0
44069,156.0
44073,149.0
44074,147.0
44078,158.0
44081,156.0
44090,158.0
44092,149.0
44102,149.0
44107,158.0
44109,149.0
44110,158.0
44116,155.0
44117,155.0
44118,155.0
44119,166.0
44122,166.0
44125,166.0
44128,158.0
44130,161.0
44132,161.0
44134,147.0
44135,149.0
44136,149.0
44140,152.0
44141,155.0
44142,155.0
44143,164.0
44146,166.0
44149,166.0
44152,158.0
44154,161.0
44156,158.0
44158,147.0
44159,149.0
44160,147.0
44170,166.0
44172,155.0
44182,155.0
44183,155.0
44187,166.0
44189,155.0
44190,166.0
44193,166.0
44198,161.0
44207,161.0
44209,161.0
44211,158.0
44217,149.0
44221,149.0
44222,147.0
44224,149.0
44227,174.0
44229,177.0
44231,177.0
44233,174.0
44235,177.0
44237,177.0
44240,174.0
44243,171.0
44245,174.0
44247,174.0
44249,171.0
44252,171.0
44254,171.0
44257,171.0
44260,166.0
44262,166.0
44264,166.0
44266,166.0
44268,166.0
44271,166.0
44277,166.0
44501,184.0
44502,198.0
44503,189.0
44504,206.0
44505,184.0
44506,203.0
44507,193.0
44508,193.0
44509,206.0
44510,206.0
44511,184.0
44512,184.0
44513,179.0
44514,179.0
44515,198.0
44516,198.0
44517,199.0
44518,192.0
44519,199.0
44520,192.0
44521,219.0
44522,208.0
44523,219.0
44524,208.0
44525,143.0
44526,153.0
44527,124.0
44528,119.0
44529,137.0
44530,137.0
44531,140.0
44532,129.0
44533,199.0
44534,199.0
44535,189.0
44536,199.0
44537,199.0
44538,199.0
44539,199.0
44540,199.0
44541,189.0
44542,189.0
44543,144.0
44544,174.0
44545,139.0
44546,125.0
44547,144.0
44548,118.0
44549,107.0
44550,99.0
44551,129.0
44552,185.0
44553,114.0
44554,134.0
44555,147.0
44556,149.0
44557,125.0
44558,139.0
44559,180.0
44560,177.0
44561,190.0
44562,134.0
44563,119.0
44564,148.0
44565,150.0
44566,139.0
44567,146.0
44568,119.0
44569,113.0
44570,109.0
44571,143.0
44572,132.0
44573,139.0
44574,128.0
44575,146.0
44576,152.0
44577,125.0
44578,115.0
44579,114.0
44580,136.0
44581,144.0
44582,132.0
44583,114.0
44584,113.0
44585,102.0
44586,99.0
44587,110.0
44588,117.0
44589,106.0
44590,122.0
44591,115.0
44592,113.0
44593,109.0
44594,134.0
44596,193.0
44598,184.0
44599,199.0
44601,199.0
44602,179.0
44606,198.0
44608,195.0
44609,199.0
44610,214.0
44611,203.0
44613,187.0
44614,214.0
44615,203.0
44616,193.0
44617,198.0
44618,184.0
44619,206.0
44620,179.0
44622,184.0
44623,184.0
44624,203.0
44626,189.0
44628,203.0
44629,189.0
44630,206.0
44631,206.0
44633,199.0
44634,192.0
44635,199.0
44636,192.0
44637,219.0
44638,208.0
44639,219.0
44641,208.0
44643,148.0
44644,145.0
44645,120.0
44646,109.0
44647,114.0
44648,135.0
44649,119.0
44650,137.0
44651,136.0
44652,120.0
44653,147.0
44654,148.0
44655,149.0
44656,113.0
44657,116.0
44658,135.0
44659,120.0
44660,135.0
44661,139.0
44662,150.0
44663,136.0
44664,123.0
44665,149.0
44666,155.0
44667,213.0
44668,120.0
44669,134.0
44670,137.0
44671,125.0
44672,149.0
44673,144.0
44674,152.0
44675,290.0
44676,224.0
44677,224.0
44678,265.0
44679,112.0
44680,96.0
44681,109.0
44682,109.0
44683,124.0
44684,124.0
44685,88.0
44686,99.0
44687,134.0
44688,139.0
44689,128.0
44690,128.0
44691,139.0
44692,147.0
44693,154.0
44694,149.0
44695,174.0
44696,172.0
44697,187.0
44698,189.0
44699,144.0
44700,134.0
44701,139.0
44702,127.0
44703,149.0
44704,143.0
44705,158.0
44706,143.0
44707,154.0
44708,152.0
44709,167.0
44710,178.0
44711,152.0
44712,139.0
44713,158.0
44714,150.0
44715,139.0
44716,159.0
44717,151.0
44718,236.0
44719,184.0
44720,239.0
44721,189.0
44722,193.0
44724,134.0
44725,132.0
44726,119.0
44727,134.0
44728,119.0
44729,121.0
44730,149.0
44731,149.0
44732,135.0
44733,139.0
44734,125.0
44735,150.0
44736,154.0
44737,159.0
44738,105.0
44739,96.0
44740,103.0
44741,108.0
44742,98.0
44743,105.0
44744,126.0
44745,114.0
44746,135.0
44747,159.0
44748,189.0
44749,149.0
44750,159.0
44751,154.0
44752,166.0
44753,119.0
44754,114.0
44755,114.0
44756,126.0
44757,114.0
44758,231.0
44759,189.0
44760,159.0
44761,167.0
44762,132.0
44763,231.0
44764,132.0
44765,114.0
44766,189.0
44767,152.0
44768,165.0
44769,159.0
44770,167.0
44771,120.0
44772,132.0
44773,114.0
44774,231.0
44775,124.0
44776,174.0
44777,124.0
44778,129.0
44779,143.0
44780,136.0
44781,114.0
44782,136.0
44783,114.0
44784,185.0
44785,96.0
44786,105.0
44789,88.0
44790,102.0
44793,187.0
44794,129.0
44795,143.0
44796,137.0
44797,117.0
44798,137.0
44799,117.0
44800,182.0
44801,194.0
44802,99.0
44803,108.0
44804,129.0
44805,119.0
44806,139.0
44807,167.0
44808,192.0
44809,153.0
44810,167.0
44811,162.0
44812,169.0
44813,120.0
44814,119.0
44815,119.0
44816,169.0
44817,129.0
44818,119.0
44819,237.0
44821,134.0
44822,119.0
44823,195.0
44824,157.0
44825,168.0
44826,164.0
44827,175.0
44828,126.0
44829,175.0
44830,134.0
44831,119.0
44832,237.0
44833,159.0
44834,139.0
44835,198.0
44836,169.0
44837,139.0
44838,169.0
44839,139.0
44840,159.0
44841,139.0
44842,249.0
44843,169.0
44844,139.0
44845,169.0
44846,139.0
44847,154.0
44848,139.0
44849,248.0
